,Close_Price,Close_time,High,Low,Open_Price,Open_Time,Volume
0,5235.00000000,2019/04/29 19:16:59,5236.26000000,5233.32000000,5234.60000000,2019/04/29 19:16:00,58161.92698231
1,5235.32000000,2019/04/29 19:17:59,5236.52000000,5232.23000000,5234.25000000,2019/04/29 19:17:00,26566.73160175
2,5235.33000000,2019/04/29 19:18:59,5236.52000000,5233.75000000,5236.52000000,2019/04/29 19:18:00,12871.83207512
3,5237.28000000,2019/04/29 19:19:59,5238.00000000,5234.01000000,5235.76000000,2019/04/29 19:19:00,50131.28654595
4,5237.02000000,2019/04/29 19:20:59,5237.28000000,5235.33000000,5235.56000000,2019/04/29 19:20:00,10928.52949859
5,5235.46000000,2019/04/29 19:21:59,5236.93000000,5235.33000000,5236.93000000,2019/04/29 19:21:00,11386.77367182
6,5235.41000000,2019/04/29 19:22:59,5236.54000000,5233.67000000,5235.44000000,2019/04/29 19:22:00,21392.82102894
7,5233.23000000,2019/04/29 19:23:59,5236.56000000,5232.16000000,5236.55000000,2019/04/29 19:23:00,33026.59646373
8,5234.41000000,2019/04/29 19:24:59,5235.94000000,5232.05000000,5233.79000000,2019/04/29 19:24:00,17369.63571235
9,5235.18000000,2019/04/29 19:25:59,5235.75000000,5232.02000000,5233.80000000,2019/04/29 19:25:00,22823.48422641
10,5235.98000000,2019/04/29 19:26:59,5236.00000000,5234.62000000,5235.18000000,2019/04/29 19:26:00,33832.54858787
11,5233.65000000,2019/04/29 19:27:59,5235.99000000,5232.13000000,5234.82000000,2019/04/29 19:27:00,29012.28473668
12,5232.74000000,2019/04/29 19:28:59,5233.75000000,5227.10000000,5233.04000000,2019/04/29 19:28:00,91735.81754042
13,5231.74000000,2019/04/29 19:29:59,5232.93000000,5230.29000000,5232.70000000,2019/04/29 19:29:00,11229.40541537
14,5232.00000000,2019/04/29 19:30:59,5232.68000000,5228.03000000,5231.75000000,2019/04/29 19:30:00,27240.28506592
15,5228.57000000,2019/04/29 19:31:59,5232.00000000,5228.15000000,5232.00000000,2019/04/29 19:31:00,47153.36773427
16,5229.36000000,2019/04/29 19:32:59,5230.43000000,5228.05000000,5228.59000000,2019/04/29 19:32:00,13667.46516573
17,5230.96000000,2019/04/29 19:33:59,5231.00000000,5228.03000000,5228.81000000,2019/04/29 19:33:00,34902.96320782
18,5230.26000000,2019/04/29 19:34:59,5231.00000000,5229.74000000,5230.53000000,2019/04/29 19:34:00,27076.36816213
19,5231.79000000,2019/04/29 19:35:59,5232.00000000,5230.11000000,5230.42000000,2019/04/29 19:35:00,172716.24665642
20,5229.80000000,2019/04/29 19:36:59,5231.76000000,5229.80000000,5231.15000000,2019/04/29 19:36:00,32594.58271707
21,5229.78000000,2019/04/29 19:37:59,5230.90000000,5229.78000000,5230.89000000,2019/04/29 19:37:00,24217.11387528
22,5238.79000000,2019/04/29 19:38:59,5239.11000000,5229.80000000,5230.90000000,2019/04/29 19:38:00,207943.64848178
23,5235.62000000,2019/04/29 19:39:59,5239.99000000,5234.73000000,5238.79000000,2019/04/29 19:39:00,35435.43032787
24,5238.00000000,2019/04/29 19:40:59,5239.01000000,5235.62000000,5236.94000000,2019/04/29 19:40:00,31007.42073178
25,5238.00000000,2019/04/29 19:41:59,5238.00000000,5236.22000000,5238.00000000,2019/04/29 19:41:00,68583.83325489
