,Close_Price,Close_time,High,Low,Open_Price,Open_Time,Volume
0,5165.00000000,2019/04/15 01:22:59,5165.00000000,5157.80000000,5159.38000000,2019/04/15 01:22:00,99926.86988486
1,5165.97000000,2019/04/15 01:23:59,5166.51000000,5160.38000000,5164.57000000,2019/04/15 01:23:00,118453.31391915
2,5156.93000000,2019/04/15 01:24:59,5166.27000000,5156.59000000,5165.97000000,2019/04/15 01:24:00,249328.57448278
3,5159.28000000,2019/04/15 01:25:59,5159.28000000,5154.99000000,5158.78000000,2019/04/15 01:25:00,81404.75024043
4,5159.26000000,2019/04/15 01:26:59,5163.06000000,5157.08000000,5157.24000000,2019/04/15 01:26:00,72644.05041658
5,5160.39000000,2019/04/15 01:27:59,5160.90000000,5157.15000000,5159.47000000,2019/04/15 01:27:00,115519.94845719
6,5159.17000000,2019/04/15 01:28:59,5160.44000000,5157.23000000,5159.16000000,2019/04/15 01:28:00,100839.32049408
7,5160.00000000,2019/04/15 01:29:59,5163.53000000,5158.00000000,5159.83000000,2019/04/15 01:29:00,166611.10837818
8,5161.41000000,2019/04/15 01:30:59,5162.57000000,5160.00000000,5160.00000000,2019/04/15 01:30:00,90195.47068761
9,5155.29000000,2019/04/15 01:31:59,5160.95000000,5155.29000000,5160.01000000,2019/04/15 01:31:00,80575.53766324
10,5155.07000000,2019/04/15 01:32:59,5157.61000000,5154.63000000,5157.10000000,2019/04/15 01:32:00,164471.14179761
11,5152.00000000,2019/04/15 01:33:59,5156.65000000,5152.00000000,5155.96000000,2019/04/15 01:33:00,64436.21189960
12,5152.11000000,2019/04/15 01:34:59,5153.94000000,5151.49000000,5152.00000000,2019/04/15 01:34:00,44397.12591409
13,5151.01000000,2019/04/15 01:35:59,5153.91000000,5151.00000000,5152.94000000,2019/04/15 01:35:00,57978.03177998
14,5150.95000000,2019/04/15 01:36:59,5151.07000000,5150.00000000,5151.01000000,2019/04/15 01:36:00,65057.34259499
15,5154.50000000,2019/04/15 01:37:59,5155.00000000,5150.18000000,5150.98000000,2019/04/15 01:37:00,92016.11404474
16,5154.01000000,2019/04/15 01:38:59,5154.48000000,5153.01000000,5153.70000000,2019/04/15 01:38:00,14065.88380317
17,5152.26000000,2019/04/15 01:39:59,5155.29000000,5152.00000000,5153.55000000,2019/04/15 01:39:00,46646.61840452
18,5155.00000000,2019/04/15 01:40:59,5155.30000000,5152.17000000,5152.24000000,2019/04/15 01:40:00,38961.12913510
19,5153.61000000,2019/04/15 01:41:59,5155.31000000,5153.51000000,5153.83000000,2019/04/15 01:41:00,29611.13735864
20,5155.00000000,2019/04/15 01:42:59,5156.66000000,5153.62000000,5153.62000000,2019/04/15 01:42:00,64604.41099125
21,5158.80000000,2019/04/15 01:43:59,5159.56000000,5154.66000000,5154.66000000,2019/04/15 01:43:00,109025.63537549
22,5159.01000000,2019/04/15 01:44:59,5160.70000000,5158.78000000,5158.79000000,2019/04/15 01:44:00,72691.78393939
23,5155.86000000,2019/04/15 01:45:59,5160.56000000,5155.81000000,5159.46000000,2019/04/15 01:45:00,119180.85904970
24,5158.14000000,2019/04/15 01:46:59,5159.98000000,5156.64000000,5157.25000000,2019/04/15 01:46:00,39011.53368384
25,5159.61000000,2019/04/15 01:47:59,5159.99000000,5158.18000000,5158.97000000,2019/04/15 01:47:00,33261.85567456
26,5163.02000000,2019/04/15 01:48:59,5163.83000000,5159.19000000,5159.99000000,2019/04/15 01:48:00,603963.76679747
27,5162.98000000,2019/04/15 01:49:59,5163.41000000,5159.85000000,5163.41000000,2019/04/15 01:49:00,26060.67491015
28,5162.80000000,2019/04/15 01:50:59,5163.78000000,5162.00000000,5162.00000000,2019/04/15 01:50:00,116117.91635480
29,5165.45000000,2019/04/15 01:51:59,5165.49000000,5162.80000000,5163.78000000,2019/04/15 01:51:00,74991.71213230
30,5166.68000000,2019/04/15 01:52:59,5166.68000000,5164.13000000,5165.04000000,2019/04/15 01:52:00,34796.18746808
31,5166.45000000,2019/04/15 01:53:59,5167.38000000,5166.00000000,5166.52000000,2019/04/15 01:53:00,102249.80659669
32,5159.22000000,2019/04/15 01:54:59,5166.45000000,5159.10000000,5166.10000000,2019/04/15 01:54:00,366526.84532167
33,5161.00000000,2019/04/15 01:55:59,5162.10000000,5158.34000000,5158.34000000,2019/04/15 01:55:00,68282.44269391
34,5159.52000000,2019/04/15 01:56:59,5163.39000000,5159.50000000,5161.26000000,2019/04/15 01:56:00,242906.00584374
35,5158.14000000,2019/04/15 01:57:59,5161.82000000,5156.00000000,5161.00000000,2019/04/15 01:57:00,119151.13656143
36,5157.97000000,2019/04/15 01:58:59,5158.12000000,5152.47000000,5158.12000000,2019/04/15 01:58:00,67630.95353028
37,5154.52000000,2019/04/15 01:59:59,5157.88000000,5151.82000000,5156.35000000,2019/04/15 01:59:00,97439.52643904
38,5159.50000000,2019/04/15 02:00:59,5161.31000000,5154.74000000,5154.84000000,2019/04/15 02:00:00,46700.92970459
39,5162.00000000,2019/04/15 02:01:59,5162.47000000,5159.49000000,5159.50000000,2019/04/15 02:01:00,90015.94002046
40,5157.37000000,2019/04/15 02:02:59,5162.40000000,5157.35000000,5162.00000000,2019/04/15 02:02:00,160260.19372685
41,5159.80000000,2019/04/15 02:03:59,5160.38000000,5157.38000000,5158.80000000,2019/04/15 02:03:00,36363.21336816
42,5160.00000000,2019/04/15 02:04:59,5162.00000000,5159.03000000,5159.80000000,2019/04/15 02:04:00,84156.56245934
43,5157.39000000,2019/04/15 02:05:59,5160.26000000,5157.38000000,5160.26000000,2019/04/15 02:05:00,42971.93011257
44,5156.05000000,2019/04/15 02:06:59,5158.50000000,5156.00000000,5157.40000000,2019/04/15 02:06:00,37696.43066659
45,5156.03000000,2019/04/15 02:07:59,5157.89000000,5156.00000000,5156.05000000,2019/04/15 02:07:00,29633.73233650
46,5154.04000000,2019/04/15 02:08:59,5156.05000000,5152.48000000,5156.00000000,2019/04/15 02:08:00,74001.80961940
47,5155.85000000,2019/04/15 02:09:59,5155.98000000,5151.30000000,5154.02000000,2019/04/15 02:09:00,53799.92367076
48,5155.24000000,2019/04/15 02:10:59,5157.29000000,5154.99000000,5154.99000000,2019/04/15 02:10:00,94384.45540359
49,5156.65000000,2019/04/15 02:11:59,5156.68000000,5153.44000000,5155.24000000,2019/04/15 02:11:00,40551.07339138
50,5156.63000000,2019/04/15 02:12:59,5157.29000000,5156.06000000,5156.17000000,2019/04/15 02:12:00,46908.78742380
51,5156.06000000,2019/04/15 02:13:59,5157.29000000,5156.06000000,5156.63000000,2019/04/15 02:13:00,31163.07950114
52,5155.61000000,2019/04/15 02:14:59,5157.29000000,5154.52000000,5156.06000000,2019/04/15 02:14:00,210732.57429820
53,5155.62000000,2019/04/15 02:15:59,5157.28000000,5154.52000000,5154.52000000,2019/04/15 02:15:00,32284.32580850
54,5154.30000000,2019/04/15 02:16:59,5155.93000000,5153.07000000,5155.64000000,2019/04/15 02:16:00,48833.31547777
55,5153.08000000,2019/04/15 02:17:59,5155.73000000,5153.08000000,5154.32000000,2019/04/15 02:17:00,31705.58378601
56,5154.07000000,2019/04/15 02:18:59,5155.57000000,5150.04000000,5153.51000000,2019/04/15 02:18:00,71871.43039478
57,5143.02000000,2019/04/15 02:19:59,5154.98000000,5142.21000000,5154.07000000,2019/04/15 02:19:00,192633.22841828
58,5146.01000000,2019/04/15 02:20:59,5148.70000000,5142.76000000,5143.02000000,2019/04/15 02:20:00,61483.79304695
59,5147.05000000,2019/04/15 02:21:59,5148.00000000,5144.92000000,5146.89000000,2019/04/15 02:21:00,41903.01222328
60,5145.94000000,2019/04/15 02:22:59,5148.72000000,5144.97000000,5147.96000000,2019/04/15 02:22:00,57766.86712977
61,5146.59000000,2019/04/15 02:23:59,5147.03000000,5145.00000000,5145.17000000,2019/04/15 02:23:00,53417.26909357
62,5142.36000000,2019/04/15 02:24:59,5148.36000000,5141.93000000,5147.03000000,2019/04/15 02:24:00,158383.37506710
63,5144.87000000,2019/04/15 02:25:59,5144.87000000,5141.48000000,5143.93000000,2019/04/15 02:25:00,106812.17241306
64,5146.74000000,2019/04/15 02:26:59,5149.27000000,5144.00000000,5144.22000000,2019/04/15 02:26:00,247504.12850299
65,5147.38000000,2019/04/15 02:27:59,5147.74000000,5145.06000000,5147.74000000,2019/04/15 02:27:00,88419.87745224
66,5147.47000000,2019/04/15 02:28:59,5150.00000000,5147.38000000,5147.38000000,2019/04/15 02:28:00,120626.27096984
67,5148.80000000,2019/04/15 02:29:59,5148.85000000,5147.42000000,5147.46000000,2019/04/15 02:29:00,43255.99747293
68,5147.45000000,2019/04/15 02:30:59,5148.80000000,5147.42000000,5147.50000000,2019/04/15 02:30:00,31120.11047805
69,5147.43000000,2019/04/15 02:31:59,5148.77000000,5147.42000000,5148.14000000,2019/04/15 02:31:00,26139.04462533
70,5143.00000000,2019/04/15 02:32:59,5148.73000000,5142.77000000,5147.43000000,2019/04/15 02:32:00,81741.23315524
71,5146.04000000,2019/04/15 02:33:59,5147.88000000,5141.87000000,5142.93000000,2019/04/15 02:33:00,100011.33903886
72,5147.68000000,2019/04/15 02:34:59,5149.58000000,5146.05000000,5146.05000000,2019/04/15 02:34:00,28066.81882539
73,5149.58000000,2019/04/15 02:35:59,5149.58000000,5147.73000000,5148.98000000,2019/04/15 02:35:00,21516.08523837
74,5149.59000000,2019/04/15 02:36:59,5150.00000000,5148.31000000,5149.56000000,2019/04/15 02:36:00,42792.75747227
75,5148.07000000,2019/04/15 02:37:59,5150.00000000,5148.06000000,5150.00000000,2019/04/15 02:37:00,31583.37914916
76,5145.00000000,2019/04/15 02:38:59,5148.06000000,5145.00000000,5148.06000000,2019/04/15 02:38:00,61527.55975413
77,5147.00000000,2019/04/15 02:39:59,5147.80000000,5145.00000000,5145.07000000,2019/04/15 02:39:00,130862.61776524
78,5145.98000000,2019/04/15 02:40:59,5147.13000000,5145.00000000,5147.00000000,2019/04/15 02:40:00,31829.16375286
79,5146.00000000,2019/04/15 02:41:59,5146.98000000,5145.12000000,5145.96000000,2019/04/15 02:41:00,29543.18918392
80,5144.93000000,2019/04/15 02:42:59,5146.00000000,5144.93000000,5145.98000000,2019/04/15 02:42:00,12940.11177526
81,5144.17000000,2019/04/15 02:43:59,5145.96000000,5143.87000000,5145.96000000,2019/04/15 02:43:00,27622.61239570
82,5144.20000000,2019/04/15 02:44:59,5145.25000000,5143.02000000,5144.17000000,2019/04/15 02:44:00,11773.67685114
83,5148.53000000,2019/04/15 02:45:59,5150.56000000,5143.01000000,5144.20000000,2019/04/15 02:45:00,125622.84388212
84,5149.07000000,2019/04/15 02:46:59,5150.53000000,5147.46000000,5148.11000000,2019/04/15 02:46:00,39944.43972061
85,5149.35000000,2019/04/15 02:47:59,5150.81000000,5149.00000000,5149.05000000,2019/04/15 02:47:00,62611.73040961
86,5148.00000000,2019/04/15 02:48:59,5150.80000000,5148.00000000,5149.35000000,2019/04/15 02:48:00,98914.07174622
87,5148.01000000,2019/04/15 02:49:59,5149.26000000,5148.00000000,5148.00000000,2019/04/15 02:49:00,36211.33287109
88,5148.85000000,2019/04/15 02:50:59,5150.56000000,5148.01000000,5148.01000000,2019/04/15 02:50:00,40938.46247447
89,5149.11000000,2019/04/15 02:51:59,5150.18000000,5148.85000000,5148.86000000,2019/04/15 02:51:00,30361.06212630
90,5149.58000000,2019/04/15 02:52:59,5150.72000000,5148.85000000,5148.87000000,2019/04/15 02:52:00,45116.76285890
91,5150.10000000,2019/04/15 02:53:59,5151.62000000,5149.25000000,5150.71000000,2019/04/15 02:53:00,17483.63184512
92,5150.06000000,2019/04/15 02:54:59,5152.03000000,5150.06000000,5150.11000000,2019/04/15 02:54:00,30864.37440480
93,5150.01000000,2019/04/15 02:55:59,5151.57000000,5148.85000000,5151.56000000,2019/04/15 02:55:00,125168.29411650
94,5151.11000000,2019/04/15 02:56:59,5151.49000000,5149.51000000,5150.03000000,2019/04/15 02:56:00,50596.51088018
95,5148.85000000,2019/04/15 02:57:59,5151.49000000,5148.85000000,5151.28000000,2019/04/15 02:57:00,151445.25666923
96,5150.22000000,2019/04/15 02:58:59,5150.22000000,5145.50000000,5149.54000000,2019/04/15 02:58:00,95085.07379977
97,5146.07000000,2019/04/15 02:59:59,5149.26000000,5144.37000000,5146.74000000,2019/04/15 02:59:00,41721.73342503
98,5142.69000000,2019/04/15 03:00:59,5147.27000000,5142.19000000,5146.13000000,2019/04/15 03:00:00,30618.61312939
99,5140.26000000,2019/04/15 03:01:59,5143.39000000,5138.05000000,5142.69000000,2019/04/15 03:01:00,96618.87532539
100,5139.50000000,2019/04/15 03:02:59,5140.43000000,5139.00000000,5139.03000000,2019/04/15 03:02:00,33705.21922224
101,5139.00000000,2019/04/15 03:03:59,5140.43000000,5139.00000000,5139.16000000,2019/04/15 03:03:00,23568.61851928
102,5139.76000000,2019/04/15 03:04:59,5141.62000000,5138.05000000,5140.00000000,2019/04/15 03:04:00,67401.92933659
103,5139.76000000,2019/04/15 03:05:59,5141.59000000,5138.87000000,5139.75000000,2019/04/15 03:05:00,19843.82629121
104,5136.70000000,2019/04/15 03:06:59,5139.99000000,5136.20000000,5139.99000000,2019/04/15 03:06:00,86707.14085157
105,5136.00000000,2019/04/15 03:07:59,5136.60000000,5134.70000000,5136.30000000,2019/04/15 03:07:00,50227.91662063
106,5139.97000000,2019/04/15 03:08:59,5139.98000000,5135.09000000,5136.00000000,2019/04/15 03:08:00,27454.82534788
107,5140.21000000,2019/04/15 03:09:59,5140.21000000,5138.00000000,5138.00000000,2019/04/15 03:09:00,48724.03025740
108,5142.30000000,2019/04/15 03:10:59,5143.55000000,5140.21000000,5140.21000000,2019/04/15 03:10:00,81839.23289682
109,5138.40000000,2019/04/15 03:11:59,5143.87000000,5138.40000000,5142.32000000,2019/04/15 03:11:00,105045.34042317
110,5140.11000000,2019/04/15 03:12:59,5142.15000000,5138.46000000,5140.50000000,2019/04/15 03:12:00,102196.94951568
111,5140.63000000,2019/04/15 03:13:59,5142.83000000,5140.04000000,5141.30000000,2019/04/15 03:13:00,12718.23196594
112,5141.87000000,2019/04/15 03:14:59,5141.92000000,5140.61000000,5141.92000000,2019/04/15 03:14:00,27544.70252838
113,5140.63000000,2019/04/15 03:15:59,5141.87000000,5138.57000000,5140.61000000,2019/04/15 03:15:00,67172.39027188
114,5138.99000000,2019/04/15 03:16:59,5140.33000000,5137.86000000,5140.02000000,2019/04/15 03:16:00,50237.54262448
115,5138.07000000,2019/04/15 03:17:59,5139.51000000,5137.85000000,5138.99000000,2019/04/15 03:17:00,43056.87522287
116,5141.35000000,2019/04/15 03:18:59,5142.00000000,5138.00000000,5139.51000000,2019/04/15 03:18:00,29146.73565386
117,5141.09000000,2019/04/15 03:19:59,5141.09000000,5141.09000000,5141.09000000,2019/04/15 03:19:00,10.21020474
118,5141.09000000,2019/04/15 03:20:59,5141.99000000,5141.04000000,5141.98000000,2019/04/15 03:20:00,11449.89989627
119,5141.68000000,2019/04/15 03:21:59,5142.79000000,5141.02000000,5142.79000000,2019/04/15 03:21:00,24570.69946134
120,5143.72000000,2019/04/15 03:22:59,5143.79000000,5141.68000000,5141.68000000,2019/04/15 03:22:00,27509.08370683
121,5143.00000000,2019/04/15 03:23:59,5143.80000000,5142.25000000,5143.00000000,2019/04/15 03:23:00,35387.93308102
122,5143.09000000,2019/04/15 03:24:59,5143.66000000,5142.31000000,5143.09000000,2019/04/15 03:24:00,17327.82250655
123,5140.65000000,2019/04/15 03:25:59,5143.63000000,5139.88000000,5143.09000000,2019/04/15 03:25:00,120644.53712638
124,5138.74000000,2019/04/15 03:26:59,5140.65000000,5133.11000000,5140.63000000,2019/04/15 03:26:00,230617.48817854
125,5138.40000000,2019/04/15 03:27:59,5139.23000000,5136.45000000,5137.84000000,2019/04/15 03:27:00,45422.77567961
126,5138.82000000,2019/04/15 03:28:59,5139.12000000,5137.72000000,5139.12000000,2019/04/15 03:28:00,7500.67319426
127,5137.67000000,2019/04/15 03:29:59,5139.00000000,5137.02000000,5139.00000000,2019/04/15 03:29:00,15478.42888794
128,5136.45000000,2019/04/15 03:30:59,5137.73000000,5136.43000000,5137.02000000,2019/04/15 03:30:00,11853.13204142
129,5136.00000000,2019/04/15 03:31:59,5137.18000000,5135.79000000,5137.17000000,2019/04/15 03:31:00,18222.82051205
130,5137.14000000,2019/04/15 03:32:59,5137.16000000,5135.79000000,5136.58000000,2019/04/15 03:32:00,26283.72694404
131,5136.59000000,2019/04/15 03:33:59,5137.01000000,5135.00000000,5137.00000000,2019/04/15 03:33:00,37595.47294473
132,5133.63000000,2019/04/15 03:34:59,5136.50000000,5133.00000000,5135.08000000,2019/04/15 03:34:00,92006.76420586
133,5136.21000000,2019/04/15 03:35:59,5136.66000000,5130.88000000,5135.20000000,2019/04/15 03:35:00,225650.87987523
134,5136.00000000,2019/04/15 03:36:59,5136.60000000,5134.76000000,5136.19000000,2019/04/15 03:36:00,12855.67828110
135,5136.01000000,2019/04/15 03:37:59,5136.60000000,5135.73000000,5136.00000000,2019/04/15 03:37:00,25034.24406380
136,5136.50000000,2019/04/15 03:38:59,5136.50000000,5135.90000000,5136.01000000,2019/04/15 03:38:00,10049.14170369
